id,referencia,marca,capacidad,ciudad,responsable
7797,ACH22,kalley,1612,pintada,andres gallego
1201,ACH22,rico,330,itagui,camila builes
3519,ACH43,rico,293,itagui,camila builes
8920,ACH22,rico,1749,medellin,santiago posada
2410,ACH01,rico,172,itagui,israel alzate
5670,ACH43,kalley,1212,,santiago posada
8070,ACH43,kalley,844,jardin,andres gallego
7911,ACH22,sony,165,,mauro yepes
3804,ACH01,rico,1945,pintada,mauro yepes
554,ACH43,sony,1281,jardin,israel alzate
5914,ACH01,rico,550,,israel alzate
6866,ACH43,kalley,1569,itagui,israel alzate
7340,ACH01,sony,637,itagui,camila builes
4325,ACH01,rico,1040,,andres gallego
8375,ACH22,sony,314,pintada,mauro yepes
2457,ACH01,sony,1560,itagui,mauro yepes
7116,ACH22,kalley,1083,medellin,israel alzate
331,ACH01,kalley,466,pintada,camila builes
7989,ACH22,sony,732,,andres gallego
2646,ACH22,kalley,489,jardin,andres gallego
4811,ACH01,rico,558,jardin,andres gallego
2535,ACH43,sony,769,,mauro yepes
4995,ACH01,sony,317,,santiago posada
7479,ACH43,sony,1153,jardin,santiago posada
303,ACH22,kalley,670,,andres gallego
5512,ACH01,rico,519,pintada,camila builes
6090,ACH01,rico,949,medellin,andres gallego
8957,ACH01,kalley,1640,jardin,mauro yepes
8525,ACH01,kalley,588,,santiago posada
3670,ACH01,sony,1972,,camila builes
9726,ACH01,rico,1869,jardin,israel alzate
834,ACH22,sony,1337,itagui,mauro yepes
2491,ACH43,sony,1541,pintada,mauro yepes
3840,ACH43,sony,1730,itagui,andres gallego
2987,ACH22,rico,1659,medellin,andres gallego
1545,ACH43,sony,1933,jardin,camila builes
361,ACH43,rico,1001,medellin,israel alzate
6469,ACH01,kalley,1679,,israel alzate
3450,ACH01,kalley,493,,andres gallego
5784,ACH01,rico,1820,itagui,mauro yepes
2902,ACH01,kalley,1269,itagui,camila builes
9474,ACH01,rico,1425,pintada,israel alzate
1166,ACH43,kalley,518,medellin,santiago posada
7489,ACH01,sony,869,itagui,andres gallego
4339,ACH22,rico,971,,andres gallego
5901,ACH43,kalley,1364,itagui,mauro yepes
816,ACH01,sony,1019,pintada,santiago posada
1580,ACH22,kalley,1508,,israel alzate
5052,ACH22,sony,1596,jardin,camila builes
6572,ACH22,kalley,1269,itagui,israel alzate
5214,ACH22,kalley,267,itagui,israel alzate
9285,ACH01,sony,1462,pintada,santiago posada
7088,ACH43,rico,588,medellin,santiago posada
8102,ACH01,rico,1995,,mauro yepes
9432,ACH43,kalley,997,,santiago posada
2138,ACH01,rico,1739,pintada,mauro yepes
4512,ACH43,kalley,744,jardin,andres gallego
8620,ACH43,sony,830,,santiago posada
9919,ACH43,sony,698,jardin,israel alzate
9724,ACH43,rico,1811,jardin,mauro yepes
6087,ACH43,sony,109,medellin,camila builes
8071,ACH01,rico,837,pintada,andres gallego
7178,ACH43,sony,1110,,andres gallego
2580,ACH22,rico,817,,israel alzate
8142,ACH22,sony,882,medellin,andres gallego
1606,ACH22,kalley,451,jardin,santiago posada
422,ACH01,sony,465,medellin,camila builes
1965,ACH22,sony,441,medellin,andres gallego
9930,ACH43,kalley,330,pintada,santiago posada
2683,ACH22,kalley,1643,medellin,israel alzate
1869,ACH01,sony,1605,medellin,mauro yepes
3107,ACH43,rico,923,medellin,santiago posada
6334,ACH01,sony,1312,pintada,andres gallego
1623,ACH22,sony,1243,itagui,camila builes
4173,ACH22,rico,1827,,andres gallego
4824,ACH01,sony,899,,santiago posada
6272,ACH22,sony,1637,itagui,camila builes
6243,ACH01,kalley,1293,itagui,santiago posada
7957,ACH01,rico,357,,israel alzate
7119,ACH43,rico,418,pintada,mauro yepes
597,ACH01,kalley,538,medellin,mauro yepes
755,ACH43,kalley,216,jardin,camila builes
9145,ACH43,sony,752,itagui,andres gallego
4547,ACH43,sony,688,pintada,santiago posada
3633,ACH22,rico,147,pintada,santiago posada
1336,ACH22,sony,1224,,andres gallego
2891,ACH22,rico,1658,,andres gallego
3082,ACH22,rico,474,jardin,andres gallego
9543,ACH01,sony,483,pintada,israel alzate
2444,ACH01,rico,1278,jardin,israel alzate
8427,ACH01,rico,1023,medellin,israel alzate
5998,ACH22,kalley,1104,itagui,andres gallego
1791,ACH22,rico,1797,,andres gallego
4767,ACH22,rico,1744,pintada,israel alzate
2341,ACH01,sony,1271,pintada,mauro yepes
9990,ACH22,kalley,759,jardin,mauro yepes
7455,ACH22,kalley,544,itagui,andres gallego
4126,ACH22,sony,1189,medellin,camila builes
3885,ACH22,sony,1884,medellin,israel alzate
4525,ACH43,sony,1237,,camila builes
3772,ACH43,sony,1176,jardin,mauro yepes
8084,ACH22,sony,192,itagui,mauro yepes
1457,ACH01,kalley,690,jardin,santiago posada
1055,ACH22,sony,209,pintada,santiago posada
6589,ACH43,rico,695,,andres gallego
699,ACH43,rico,1277,itagui,andres gallego
7888,ACH22,kalley,1305,jardin,israel alzate
1123,ACH43,kalley,685,itagui,santiago posada
5469,ACH01,kalley,123,pintada,mauro yepes
7897,ACH43,sony,1067,medellin,santiago posada
6566,ACH01,kalley,130,medellin,camila builes
4918,ACH01,rico,501,,andres gallego
4829,ACH22,kalley,1735,,mauro yepes
5811,ACH01,kalley,896,medellin,camila builes
4401,ACH22,sony,1021,medellin,andres gallego
7084,ACH22,rico,1908,jardin,israel alzate
7054,ACH22,kalley,1028,jardin,mauro yepes
2706,ACH01,kalley,1348,pintada,camila builes
9527,ACH01,sony,467,,israel alzate
7991,ACH43,sony,1177,medellin,israel alzate
9807,ACH22,kalley,683,medellin,andres gallego
2818,ACH01,rico,1276,pintada,israel alzate
3596,ACH43,sony,677,,israel alzate
1033,ACH22,rico,810,pintada,mauro yepes
5216,ACH43,kalley,1511,,andres gallego
4442,ACH01,kalley,995,,camila builes
1389,ACH22,kalley,1913,,israel alzate
3008,ACH43,sony,794,jardin,santiago posada
2929,ACH22,sony,1238,medellin,camila builes
9642,ACH43,rico,1982,,mauro yepes
8352,ACH43,rico,792,,mauro yepes
8906,ACH22,kalley,1649,pintada,israel alzate
6239,ACH22,kalley,1377,itagui,santiago posada
643,ACH43,rico,1546,pintada,santiago posada
5359,ACH22,sony,162,medellin,mauro yepes
1985,ACH22,kalley,877,jardin,israel alzate
9037,ACH22,kalley,940,jardin,camila builes
8745,ACH22,kalley,1567,medellin,santiago posada
1718,ACH22,rico,1276,itagui,andres gallego
9313,ACH01,sony,1290,pintada,mauro yepes
1999,ACH22,rico,717,itagui,israel alzate
7603,ACH01,kalley,1412,jardin,santiago posada
541,ACH01,kalley,642,medellin,santiago posada
4601,ACH43,rico,1464,,andres gallego
7838,ACH01,sony,1187,jardin,santiago posada
6738,ACH01,kalley,574,medellin,camila builes
5449,ACH43,rico,1276,,mauro yepes
9747,ACH22,rico,1189,medellin,mauro yepes
8940,ACH43,rico,504,itagui,mauro yepes
4437,ACH01,sony,330,jardin,camila builes
4854,ACH01,sony,746,pintada,mauro yepes
622,ACH22,rico,980,,camila builes
6569,ACH01,sony,1229,itagui,mauro yepes
1387,ACH43,sony,1012,pintada,andres gallego
9034,ACH22,kalley,483,medellin,camila builes
5848,ACH22,kalley,807,medellin,camila builes
8929,ACH22,kalley,1500,jardin,santiago posada
9771,ACH43,sony,199,,andres gallego
9592,ACH01,kalley,1627,jardin,camila builes
1283,ACH43,rico,501,jardin,andres gallego
1995,ACH22,sony,1109,pintada,camila builes
9365,ACH43,kalley,113,pintada,israel alzate
2148,ACH01,sony,1260,medellin,andres gallego
2450,ACH01,sony,451,pintada,camila builes
4186,ACH22,rico,1637,,santiago posada
9823,ACH43,kalley,1428,medellin,israel alzate
1102,ACH22,sony,639,jardin,israel alzate
9939,ACH22,rico,692,,andres gallego
9861,ACH43,sony,1484,itagui,israel alzate
2315,ACH43,sony,810,,israel alzate
8466,ACH22,kalley,1685,itagui,camila builes
914,ACH22,sony,196,jardin,camila builes
8967,ACH01,rico,1298,pintada,andres gallego
1921,ACH01,rico,560,medellin,israel alzate
7189,ACH22,rico,518,medellin,israel alzate
9624,ACH43,kalley,1862,,israel alzate
2165,ACH22,kalley,244,jardin,israel alzate
6194,ACH43,rico,1610,itagui,israel alzate
7879,ACH43,sony,1907,pintada,andres gallego
6501,ACH01,sony,1447,pintada,andres gallego
8928,ACH43,kalley,739,jardin,israel alzate
6456,ACH43,rico,1224,pintada,santiago posada
8261,ACH01,rico,1744,itagui,andres gallego
7472,ACH01,sony,1812,jardin,mauro yepes
3075,ACH22,sony,1705,jardin,camila builes
5009,ACH22,kalley,1618,jardin,santiago posada
6237,ACH22,rico,1015,jardin,mauro yepes
7111,ACH22,sony,837,jardin,camila builes
2779,ACH01,rico,208,jardin,mauro yepes
5286,ACH01,rico,983,itagui,camila builes
4522,ACH22,kalley,1732,pintada,israel alzate
8434,ACH01,kalley,1302,pintada,camila builes
2517,ACH22,kalley,614,,andres gallego
3195,ACH22,kalley,1860,medellin,camila builes
1051,ACH43,sony,1955,itagui,israel alzate
1016,ACH01,rico,375,medellin,santiago posada
9141,ACH01,rico,430,pintada,camila builes
5655,ACH01,rico,222,itagui,santiago posada
9613,ACH01,sony,217,medellin,mauro yepes
2083,ACH43,sony,1652,medellin,israel alzate
3029,ACH22,kalley,538,pintada,santiago posada
154,ACH01,sony,703,medellin,israel alzate
3557,ACH43,rico,620,pintada,camila builes
8182,ACH01,kalley,980,,santiago posada
4861,ACH22,kalley,526,jardin,mauro yepes
6113,ACH01,sony,868,medellin,mauro yepes
9289,ACH01,kalley,260,pintada,andres gallego
460,ACH43,kalley,1388,pintada,israel alzate
1882,ACH01,sony,1593,itagui,mauro yepes
5597,ACH22,rico,1555,jardin,andres gallego
9636,ACH43,rico,1517,,santiago posada
2544,ACH43,kalley,1281,jardin,camila builes
2359,ACH43,sony,154,jardin,santiago posada
646,ACH43,rico,1547,medellin,camila builes
5992,ACH01,rico,972,jardin,andres gallego
9519,ACH22,kalley,617,itagui,andres gallego
2436,ACH22,kalley,1796,,santiago posada
6833,ACH43,rico,825,itagui,israel alzate
3843,ACH43,kalley,1081,medellin,andres gallego
8825,ACH22,sony,1812,medellin,israel alzate
3544,ACH01,sony,297,pintada,andres gallego
3939,ACH22,rico,773,medellin,santiago posada
2015,ACH22,rico,1977,jardin,camila builes
9144,ACH43,kalley,1700,itagui,santiago posada
7223,ACH22,rico,1930,,andres gallego
7095,ACH43,rico,548,,israel alzate
4857,ACH22,kalley,1040,pintada,santiago posada
9434,ACH22,kalley,1436,pintada,israel alzate
684,ACH43,sony,952,,mauro yepes
4611,ACH01,sony,1946,,santiago posada
9730,ACH01,rico,643,jardin,israel alzate
2475,ACH22,kalley,1992,jardin,mauro yepes
8396,ACH22,rico,1753,pintada,camila builes
2346,ACH22,rico,1583,medellin,santiago posada
5054,ACH22,rico,1809,itagui,camila builes
4162,ACH43,kalley,695,medellin,andres gallego
7412,ACH01,kalley,217,,mauro yepes
3416,ACH43,sony,303,itagui,camila builes
1407,ACH22,sony,1111,pintada,israel alzate
815,ACH43,rico,1328,itagui,andres gallego
7632,ACH22,kalley,1337,,mauro yepes
4071,ACH22,kalley,1353,jardin,santiago posada
7866,ACH43,rico,1011,itagui,camila builes
8180,ACH01,rico,240,itagui,israel alzate
6811,ACH43,kalley,1284,jardin,camila builes
7393,ACH01,kalley,1473,pintada,andres gallego
9252,ACH01,sony,704,jardin,andres gallego
3462,ACH01,sony,1775,,israel alzate
5737,ACH22,kalley,122,pintada,mauro yepes
9957,ACH43,kalley,1440,pintada,camila builes
3323,ACH22,rico,1821,itagui,andres gallego
3146,ACH22,kalley,539,itagui,santiago posada
3683,ACH22,sony,202,itagui,andres gallego
3204,ACH01,rico,546,jardin,mauro yepes
2460,ACH43,rico,1153,itagui,santiago posada
3036,ACH43,rico,1692,medellin,camila builes
9897,ACH22,kalley,392,medellin,santiago posada
9120,ACH22,kalley,1527,medellin,camila builes
9513,ACH43,kalley,1304,medellin,mauro yepes
4701,ACH22,sony,791,medellin,camila builes
5032,ACH01,rico,1811,,santiago posada
9256,ACH22,kalley,845,,santiago posada
7973,ACH22,rico,1062,itagui,mauro yepes
3131,ACH43,kalley,1578,jardin,andres gallego
9103,ACH43,sony,350,pintada,santiago posada
2870,ACH22,sony,1837,itagui,mauro yepes
9700,ACH43,sony,557,,israel alzate
8794,ACH43,rico,1363,jardin,israel alzate
9735,ACH22,kalley,912,itagui,andres gallego
5701,ACH22,kalley,792,medellin,santiago posada
716,ACH01,sony,873,itagui,mauro yepes
9780,ACH01,sony,199,jardin,santiago posada
1113,ACH43,sony,1604,pintada,mauro yepes
6018,ACH43,rico,1958,itagui,camila builes
9835,ACH43,kalley,1069,jardin,israel alzate
5610,ACH22,rico,1969,,israel alzate
9543,ACH43,sony,1972,pintada,andres gallego
5824,ACH01,rico,572,itagui,andres gallego
5199,ACH01,sony,1775,,israel alzate
4021,ACH01,kalley,754,pintada,camila builes
126,ACH01,rico,1319,,andres gallego
3562,ACH43,rico,323,jardin,santiago posada
8875,ACH22,rico,1274,,israel alzate
1344,ACH43,rico,1742,medellin,mauro yepes
7982,ACH01,sony,1983,itagui,mauro yepes
483,ACH43,rico,1063,itagui,santiago posada
6867,ACH43,rico,1931,pintada,camila builes
7157,ACH43,sony,1070,pintada,mauro yepes
5080,ACH43,rico,281,jardin,camila builes
5510,ACH01,rico,1743,jardin,mauro yepes
5638,ACH01,rico,179,jardin,santiago posada
1155,ACH01,kalley,196,pintada,israel alzate
4862,ACH22,sony,139,medellin,camila builes
7739,ACH22,sony,754,pintada,israel alzate
5247,ACH43,rico,1385,medellin,andres gallego
3863,ACH22,sony,1732,pintada,camila builes
5635,ACH43,kalley,1619,pintada,israel alzate
1606,ACH22,sony,320,,andres gallego
4464,ACH22,rico,364,pintada,santiago posada
1605,ACH43,sony,1032,,andres gallego
3867,ACH43,rico,651,medellin,andres gallego
5276,ACH43,kalley,1240,jardin,camila builes
8396,ACH01,rico,323,pintada,camila builes
7556,ACH43,kalley,857,,mauro yepes
9514,ACH43,rico,1085,jardin,camila builes
6372,ACH01,kalley,236,itagui,israel alzate
7686,ACH22,rico,1875,jardin,andres gallego
2178,ACH43,sony,645,pintada,andres gallego
9300,ACH22,sony,1446,pintada,camila builes
2410,ACH01,rico,1064,jardin,israel alzate
2186,ACH43,kalley,1064,jardin,israel alzate
1762,ACH01,kalley,937,,israel alzate
5729,ACH22,rico,440,pintada,andres gallego
1308,ACH43,rico,611,medellin,israel alzate
495,ACH22,kalley,1797,,andres gallego
3155,ACH01,sony,1604,itagui,israel alzate
9146,ACH22,kalley,305,itagui,mauro yepes
5919,ACH43,sony,960,itagui,mauro yepes
8613,ACH01,sony,1728,jardin,andres gallego
8011,ACH43,sony,1612,pintada,santiago posada
3743,ACH01,rico,1229,itagui,santiago posada
8517,ACH22,kalley,606,jardin,andres gallego
8469,ACH01,kalley,1727,pintada,santiago posada
5696,ACH43,rico,1798,itagui,mauro yepes
5397,ACH01,sony,362,pintada,camila builes
6757,ACH43,rico,800,,santiago posada
4820,ACH01,rico,1792,jardin,mauro yepes
1736,ACH01,rico,1844,itagui,andres gallego
7906,ACH22,rico,312,pintada,camila builes
7831,ACH01,rico,1101,pintada,andres gallego
7474,ACH01,sony,1491,jardin,andres gallego
7356,ACH22,sony,1467,medellin,camila builes
8217,ACH22,kalley,1660,medellin,camila builes
9679,ACH22,rico,565,,mauro yepes
93,ACH01,kalley,965,medellin,camila builes
5060,ACH22,kalley,1792,medellin,andres gallego
8093,ACH01,kalley,620,,camila builes
1767,ACH01,kalley,1814,medellin,israel alzate
7916,ACH22,rico,589,itagui,israel alzate
4392,ACH22,sony,1200,,mauro yepes
8858,ACH43,rico,1318,pintada,mauro yepes
3772,ACH22,kalley,1959,pintada,andres gallego
892,ACH43,kalley,1029,itagui,israel alzate
602,ACH01,sony,1792,,santiago posada
546,ACH43,rico,302,medellin,israel alzate
7290,ACH01,sony,240,jardin,camila builes
5374,ACH22,rico,332,medellin,andres gallego
5538,ACH43,rico,1388,itagui,camila builes
1442,ACH43,rico,1375,jardin,israel alzate
8458,ACH01,sony,1803,,santiago posada
2507,ACH01,kalley,180,pintada,camila builes
825,ACH43,rico,373,,andres gallego
9755,ACH43,kalley,1913,pintada,israel alzate
8639,ACH01,kalley,504,jardin,santiago posada
263,ACH01,rico,639,itagui,camila builes
700,ACH22,rico,1335,,mauro yepes
5308,ACH22,kalley,843,pintada,israel alzate
1554,ACH43,kalley,1429,jardin,camila builes
7899,ACH43,kalley,1357,pintada,andres gallego
1148,ACH22,sony,731,pintada,santiago posada
1168,ACH43,rico,1203,medellin,camila builes
7721,ACH22,kalley,190,,israel alzate
5341,ACH01,sony,915,,andres gallego
5196,ACH22,kalley,992,pintada,mauro yepes
1609,ACH43,rico,755,itagui,camila builes
274,ACH43,kalley,1378,,mauro yepes
9984,ACH43,kalley,778,jardin,santiago posada
3571,ACH22,kalley,1487,medellin,santiago posada
9085,ACH22,sony,337,pintada,santiago posada
1192,ACH22,sony,1245,itagui,israel alzate
151,ACH22,kalley,1018,pintada,mauro yepes
6791,ACH22,kalley,826,jardin,santiago posada
9818,ACH43,rico,1631,itagui,camila builes
8700,ACH01,rico,1975,jardin,andres gallego
5590,ACH01,rico,874,medellin,andres gallego
9805,ACH22,sony,180,itagui,camila builes
8476,ACH43,kalley,1045,,mauro yepes
6919,ACH22,kalley,667,pintada,andres gallego
5613,ACH43,rico,591,jardin,israel alzate
9091,ACH43,sony,639,medellin,mauro yepes
4734,ACH22,rico,339,medellin,mauro yepes
4440,ACH01,rico,317,medellin,camila builes
7837,ACH22,rico,138,itagui,mauro yepes
6920,ACH01,sony,608,,camila builes
197,ACH22,sony,304,,andres gallego
4460,ACH43,sony,441,itagui,andres gallego
854,ACH01,kalley,1508,medellin,santiago posada
3086,ACH43,kalley,755,pintada,camila builes
2559,ACH01,sony,841,itagui,israel alzate
7132,ACH01,rico,1183,itagui,israel alzate
1187,ACH43,kalley,633,pintada,camila builes
7028,ACH01,sony,767,itagui,andres gallego
6423,ACH22,rico,1971,,israel alzate
2004,ACH22,kalley,1868,itagui,santiago posada
7629,ACH43,kalley,1553,,mauro yepes
1608,ACH01,sony,979,medellin,camila builes
4663,ACH22,rico,1004,pintada,santiago posada
129,ACH01,rico,1360,jardin,israel alzate
2833,ACH22,rico,338,itagui,mauro yepes
3120,ACH43,kalley,310,,mauro yepes
3729,ACH01,rico,429,pintada,andres gallego
4994,ACH22,kalley,538,medellin,andres gallego
3019,ACH22,rico,219,medellin,santiago posada
5961,ACH22,rico,1431,jardin,israel alzate
9977,ACH22,kalley,1235,pintada,andres gallego
1106,ACH01,sony,181,,camila builes
5993,ACH01,kalley,1969,medellin,israel alzate
5997,ACH22,sony,915,pintada,israel alzate
979,ACH43,sony,409,jardin,mauro yepes
6029,ACH43,rico,1543,,israel alzate
5790,ACH01,rico,789,medellin,santiago posada
4070,ACH43,sony,776,jardin,santiago posada
3298,ACH01,kalley,1963,,santiago posada
4687,ACH43,sony,1813,medellin,israel alzate
3562,ACH43,sony,1051,pintada,mauro yepes
5067,ACH01,sony,540,itagui,santiago posada
9536,ACH43,kalley,1140,itagui,santiago posada
4875,ACH22,kalley,1718,pintada,mauro yepes
7984,ACH22,rico,348,pintada,santiago posada
6498,ACH01,kalley,631,medellin,israel alzate
32,ACH43,kalley,1241,pintada,andres gallego
9705,ACH43,sony,1481,medellin,camila builes
3877,ACH43,rico,274,medellin,andres gallego
3596,ACH22,kalley,402,itagui,israel alzate
6048,ACH22,kalley,1632,medellin,camila builes
492,ACH43,sony,1775,jardin,mauro yepes
2980,ACH01,kalley,390,,camila builes
9323,ACH22,sony,1742,pintada,israel alzate
8662,ACH43,rico,209,,israel alzate
3649,ACH01,kalley,1498,medellin,israel alzate
4547,ACH22,sony,943,jardin,mauro yepes
2649,ACH43,rico,237,itagui,andres gallego
2031,ACH22,kalley,1548,jardin,mauro yepes
3122,ACH01,rico,847,pintada,mauro yepes
6340,ACH43,rico,1370,medellin,andres gallego
7437,ACH22,kalley,830,pintada,andres gallego
1081,ACH43,sony,669,jardin,andres gallego
2091,ACH43,rico,1249,itagui,camila builes
1567,ACH22,sony,450,itagui,andres gallego
8358,ACH43,kalley,1743,itagui,mauro yepes
1334,ACH01,kalley,1459,jardin,camila builes
2557,ACH22,kalley,840,jardin,camila builes
4495,ACH43,kalley,198,medellin,israel alzate
2376,ACH22,sony,1283,itagui,mauro yepes
8711,ACH22,rico,1238,pintada,mauro yepes
9554,ACH22,kalley,581,jardin,santiago posada
8314,ACH01,rico,1083,medellin,mauro yepes
6757,ACH43,sony,1626,,israel alzate
2742,ACH01,kalley,683,itagui,santiago posada
8309,ACH01,sony,1312,,santiago posada
7048,ACH22,kalley,292,itagui,mauro yepes
2117,ACH01,rico,1486,itagui,israel alzate
6454,ACH01,rico,736,itagui,santiago posada
3574,ACH43,sony,1956,pintada,mauro yepes
6663,ACH22,kalley,727,,santiago posada
7501,ACH43,rico,666,medellin,mauro yepes
1790,ACH22,sony,1730,itagui,israel alzate
1011,ACH22,sony,1994,pintada,andres gallego
1959,ACH22,kalley,890,medellin,israel alzate
4525,ACH43,rico,1325,medellin,andres gallego
8201,ACH01,sony,1484,itagui,mauro yepes
471,ACH01,rico,1965,,israel alzate
4514,ACH01,sony,151,,camila builes
6351,ACH01,rico,938,itagui,santiago posada
9790,ACH43,kalley,1916,itagui,israel alzate
5953,ACH43,sony,937,pintada,camila builes
5359,ACH22,sony,1858,jardin,andres gallego
2572,ACH01,rico,342,medellin,mauro yepes
8438,ACH43,kalley,1668,,santiago posada
9290,ACH43,rico,227,medellin,mauro yepes
2617,ACH22,sony,531,,santiago posada
357,ACH43,kalley,1066,jardin,santiago posada
7237,ACH22,rico,902,medellin,camila builes
4872,ACH43,sony,1057,jardin,santiago posada
4603,ACH43,sony,901,medellin,israel alzate
6910,ACH43,kalley,1008,,santiago posada
2696,ACH22,rico,526,jardin,santiago posada
5578,ACH43,kalley,1275,jardin,israel alzate
8049,ACH22,rico,1745,medellin,andres gallego
2893,ACH22,sony,124,pintada,santiago posada
3594,ACH01,sony,1322,medellin,israel alzate
7883,ACH43,kalley,582,pintada,mauro yepes
5970,ACH22,sony,1630,jardin,camila builes
7548,ACH43,rico,1236,,israel alzate
2998,ACH22,sony,1453,itagui,camila builes
1509,ACH01,rico,1747,itagui,israel alzate
3316,ACH22,sony,460,jardin,mauro yepes
1525,ACH01,sony,1198,itagui,santiago posada
4398,ACH43,rico,441,pintada,camila builes
3744,ACH43,kalley,425,itagui,andres gallego
9230,ACH01,rico,1504,,camila builes
315,ACH01,kalley,546,medellin,santiago posada
6831,ACH43,rico,1497,itagui,camila builes
303,ACH22,sony,1776,jardin,andres gallego
38,ACH43,kalley,264,,andres gallego
5388,ACH43,kalley,1587,itagui,andres gallego
5776,ACH22,kalley,1630,itagui,andres gallego
5444,ACH01,kalley,1957,,israel alzate
8159,ACH01,rico,529,pintada,andres gallego
9576,ACH43,rico,338,,santiago posada
2449,ACH43,sony,1415,pintada,andres gallego
4476,ACH01,rico,764,itagui,camila builes
9824,ACH43,sony,1917,,mauro yepes
7855,ACH43,sony,1591,medellin,camila builes
3677,ACH43,sony,365,jardin,andres gallego
5797,ACH22,sony,407,pintada,camila builes
7280,ACH43,sony,1435,itagui,mauro yepes
4426,ACH01,sony,1818,medellin,andres gallego
6108,ACH01,kalley,1013,itagui,mauro yepes
4008,ACH01,kalley,476,medellin,mauro yepes
3801,ACH22,rico,1537,medellin,santiago posada
3493,ACH22,rico,744,medellin,israel alzate
8858,ACH01,sony,1085,pintada,andres gallego
2466,ACH43,rico,1201,pintada,mauro yepes
5949,ACH01,kalley,652,pintada,santiago posada
5485,ACH43,kalley,1118,pintada,israel alzate
3673,ACH22,sony,582,pintada,camila builes
3881,ACH01,kalley,1922,,santiago posada
6880,ACH22,kalley,1422,,camila builes
2702,ACH43,kalley,1241,itagui,andres gallego
820,ACH01,sony,1718,,mauro yepes
1302,ACH01,kalley,1217,jardin,andres gallego
7746,ACH43,kalley,862,itagui,israel alzate
9,ACH43,kalley,1508,itagui,mauro yepes
2196,ACH01,sony,1418,jardin,andres gallego
1077,ACH01,rico,857,medellin,camila builes
9147,ACH43,rico,369,itagui,israel alzate
4269,ACH43,kalley,975,,mauro yepes
9077,ACH43,sony,1931,medellin,santiago posada
2562,ACH43,sony,270,,camila builes
1244,ACH01,sony,1469,pintada,camila builes
6656,ACH01,kalley,1538,pintada,israel alzate
4552,ACH22,sony,1166,medellin,camila builes
8246,ACH01,rico,834,,andres gallego
4830,ACH22,kalley,1416,pintada,israel alzate
